COUNTRY,TF14,YEAR,mean_perc,SE420,SE605,SE131,SE136,SE207,SE270,SE281,SE336,SE360,SE370,SE375,SE380,SE135,SE206,SE256,SE600,SE405,SE132,SE425,SE011,plus,miners
(DEU) Germany,(15) Specialist COP,2015,13.233091050324585,28095.0,50562.0,201245.0,1164.2218388000001,930.99333343,218673.0,68978.0,62518.0,33774.0,18901.0,29426.0,0.0,171527.0,6865.0,22854.0,46675.0,-1152.0,0.9203027695999999,50360.298749,3662.45,246768.0,218673.0
(DEU) Germany,(16) Specialist other fieldcrops,2015,11.008156244798313,42293.0,36503.0,239938.0,2056.9991412,1128.8546617,230553.0,72908.0,66915.0,31761.0,30104.0,25075.0,0.0,201315.0,12277.0,26346.0,36101.0,-3193.0,1.0407081473,43601.270873,5123.51,272846.0,230552.0
(DEU) Germany,(20) Specialist horticulture,2015,3.3734672363091605,61315.0,3537.0,415924.0,37941.574522,751.09027271,360442.0,118014.0,100332.0,28348.0,98886.0,8263.0,0.0,364780.0,176.0,50968.0,7961.0,-2128.0,1.1539269287,28871.950598000003,12371.78,421757.0,360442.0
(DEU) Germany,(35) Specialist wine,2015,4.216834045386451,50227.0,6914.0,153071.0,10545.922783,1301.4215134,115851.0,32278.0,37712.0,17886.0,17104.0,8054.0,0.0,141973.0,202.0,10896.0,15068.0,-2061.0,1.321278067,31692.223417,5555.32,166078.0,115851.0
(DEU) Germany,(36) Specialist orchards - fruits,2015,1.4481495866392942,34461.0,9277.0,206361.0,9052.380242399999,854.60107734,180691.0,35770.0,49821.0,30963.0,53047.0,6861.0,0.0,177904.0,674.0,27784.0,13260.0,-4469.0,1.1420677190000001,26464.918345,8015.81,215152.0,180691.0
(DEU) Germany,(38) Permanent crops combined,2015,0.5548465849192699,27714.0,12768.0,95682.0,2418.8625719,1054.5231094,79659.0,23086.0,26923.0,12226.0,10462.0,5592.0,0.0,71586.0,2690.0,21406.0,12824.0,-1133.0,1.2011332198,26432.554087,3919.62,107373.0,79659.0
(DEU) Germany,(45) Specialist milk,2015,28.35266048937469,32467.0,33844.0,229826.0,395.21795003,1615.553844,229876.0,94763.0,65569.0,33341.0,15578.0,13978.0,0.0,30147.0,184078.0,15602.0,34491.0,-1973.0,0.9997811878,34151.521239999995,4613.86,262344.0,229877.0
(DEU) Germany,(48) Specialist sheep and goats,2015,2.4080341785496313,30398.0,41124.0,106525.0,176.38356883,1856.8704007,115537.0,28897.0,42150.0,19444.0,12276.0,8570.0,0.0,14056.0,82609.0,9860.0,39734.0,-323.0,0.9219954923,33861.335385000006,3702.82,145936.0,115536.0
(DEU) Germany,(49) Specialist cattle,2015,11.4742273761305,17309.0,29643.0,107717.0,353.27334536,957.03778768,118085.0,42759.0,39131.0,18491.0,4702.0,9445.0,0.0,23349.0,73679.0,10689.0,29111.0,-1435.0,0.9122004412000001,26467.453408,3186.26,135393.0,118085.0
(DEU) Germany,(50) Specialist granivores,2015,8.633412861343839,28248.0,29209.0,407205.0,1146.7816319,1006.1251278999999,409151.0,244359.0,74038.0,38262.0,18326.0,25321.0,0.0,80883.0,301969.0,24352.0,33081.0,-2886.0,0.9952418798,39842.897122,4641.28,437400.0,409152.0
(DEU) Germany,(60) Mixed crops,2015,1.392664928147367,40030.0,33248.0,245729.0,2228.5774163,1176.6947168,239244.0,72469.0,62298.0,34707.0,47141.0,19227.0,0.0,200488.0,17852.0,27388.0,35276.0,-1730.0,1.0271051123000001,30786.126439999996,7518.88,279275.0,239244.0
(DEU) Germany,(70) Mixed livestock,2015,2.718748266104422,26736.0,40253.0,367333.0,776.224223,1127.8957504,378481.0,196809.0,83222.0,37789.0,32055.0,22216.0,0.0,71019.0,239807.0,56507.0,40981.0,-3098.0,0.9705457412999999,35911.648703,5449.99,405216.0,378481.0
(DEU) Germany,(80) Mixed crops and livestock,2015,11.18570715197248,23601.0,55325.0,308409.0,1003.9588838,1150.6195207,337459.0,138981.0,81835.0,41652.0,40626.0,27335.0,0.0,140399.0,136728.0,31283.0,53513.0,-862.0,0.9139158629999999,37331.588064999996,5673.41,361060.0,337459.0
(ELL) Greece,(15) Specialist COP,2015,6.101524642477249,5223.0,8310.0,18915.0,1121.5106728,625.64202068,21763.0,6928.0,7228.0,3953.0,429.0,3220.0,0.0,18417.0,43.0,456.0,7900.0,170.0,0.8691523904999999,14074.727175999999,1452.19,26985.0,21763.0
(ELL) Greece,(16) Specialist other fieldcrops,2015,15.946696607965963,8473.0,10639.0,22303.0,1701.1223540999997,1305.1195658,24214.0,6992.0,8667.0,4509.0,1302.0,2737.0,0.0,21686.0,174.0,443.0,10119.0,265.0,0.9210713401999999,12140.298394,2439.34,32687.0,24214.0
(ELL) Greece,(20) Specialist horticulture,2015,2.7744947405744003,18711.0,852.0,60198.0,26877.857869,1808.1478907,41300.0,16459.0,8638.0,5687.0,9809.0,698.0,0.0,59512.0,341.0,345.0,-189.0,3.0,1.4575770369,12909.298456,5654.74,60012.0,41300.0
(ELL) Greece,(35) Specialist wine,2015,4.547334830398298,10978.0,2770.0,22615.0,4372.5731249,1670.584335,14589.0,3873.0,4252.0,4618.0,1455.0,390.0,0.0,22408.0,89.0,118.0,2538.0,415.0,1.5501307686,12335.818937,2388.33,25568.0,14590.0
(ELL) Greece,(36) Specialist orchards - fruits,2015,11.10388842926368,8793.0,2140.0,20821.0,5278.259257600001,1544.4719496,13670.0,3276.0,3576.0,4568.0,1856.0,394.0,0.0,19545.0,107.0,1168.0,1643.0,0.0,1.5230421266,11283.365111,2285.97,22464.0,13670.0
(ELL) Greece,(37) Specialist olives,2015,20.269471693653234,6211.0,2704.0,12023.0,2249.4167289,2001.190428,8036.0,1611.0,2214.0,2760.0,1195.0,254.0,0.0,11546.0,286.0,191.0,2229.0,-5.0,1.4960934881999999,8354.3823977,2146.67,14247.0,8036.0
(ELL) Greece,(38) Permanent crops combined,2015,10.876373951069613,8847.0,2952.0,18046.0,3270.1042939,1335.1848148,11609.0,2967.0,3284.0,3709.0,1371.0,276.0,0.0,17052.0,786.0,208.0,2409.0,1.0,1.5544703105000002,9646.6080487,2547.96,20456.0,11609.0
(ELL) Greece,(45) Specialist milk,2015,0.14478194066895167,,,,,,,,,,,,,,,,,,,,,,
(ELL) Greece,(48) Specialist sheep and goats,2015,13.163337666942443,20310.0,10881.0,35708.0,346.59212341,1024.1306244999998,25692.0,15427.0,4576.0,3236.0,1646.0,802.0,0.0,5530.0,30095.0,83.0,10289.0,6.0,1.3898379842,15292.688597999999,3705.42,46003.0,25693.0
(ELL) Greece,(49) Specialist cattle,2015,1.56305401252807,23798.0,22296.0,32358.0,209.65952644,452.45166827,30626.0,19761.0,5317.0,3183.0,1291.0,883.0,0.0,5754.0,24078.0,2526.0,22066.0,0.0,1.0565526854,19458.945805,3223.78,54424.0,30626.0
(ELL) Greece,(50) Specialist granivores,2015,0.3575227514478194,28526.0,1103.0,170660.0,501.72638081,1891.2237002999998,143108.0,119253.0,11103.0,10453.0,2252.0,47.0,0.0,1334.0,169327.0,0.0,974.0,0.0,1.1925292918000001,21019.018266,3858.52,171634.0,143108.0
(ELL) Greece,(60) Mixed crops,2015,6.181302446519324,8597.0,5220.0,21473.0,2172.4912440000003,1045.7278408,17627.0,5114.0,5306.0,4230.0,1795.0,1179.0,0.0,20229.0,900.0,343.0,4660.0,91.0,1.2181997188,9851.2543625,2795.33,26224.0,17627.0
(ELL) Greece,(70) Mixed livestock,2015,0.28365441437182365,,,,,,,,,,,,,,,,,,,,,,
(ELL) Greece,(80) Mixed crops and livestock,2015,6.686561872119134,13134.0,5634.0,24585.0,787.75948512,1280.3059772,16964.0,7429.0,4192.0,3693.0,912.0,736.0,0.0,7817.0,16539.0,229.0,5007.0,505.0,1.4492592082,12567.190356000001,2704.44,30097.0,16965.0
(ESP) Spain,(15) Specialist COP,2015,16.5415942161618,16165.0,15423.0,42134.0,615.77285536,1472.7405253,41073.0,15596.0,13854.0,4738.0,2555.0,4112.0,0.0,40480.0,816.0,838.0,15181.0,-77.0,1.0258375427,21370.66079,2101.08,57238.0,41073.0
(ESP) Spain,(16) Specialist other fieldcrops,2015,8.474421158597968,27409.0,14018.0,66682.0,1394.7179288,842.76668359,53511.0,19956.0,18601.0,4830.0,4935.0,4894.0,0.0,64839.0,365.0,1477.0,14472.0,-234.0,1.2461374039,26219.104006,2828.65,80920.0,53511.0
(ESP) Spain,(20) Specialist horticulture,2015,5.683170129038163,44153.0,2626.0,138477.0,10994.882274,327.02715888,100154.0,33845.0,22465.0,8695.0,32243.0,2290.0,0.0,138291.0,98.0,88.0,6293.0,-462.0,1.3826309209999998,22395.585481000002,7099.95,144308.0,100155.0
(ESP) Spain,(35) Specialist wine,2015,8.952594490711082,21106.0,4456.0,38997.0,1674.7739285,,22980.0,5423.0,6865.0,3691.0,6220.0,688.0,0.0,38492.0,0.0,505.0,5230.0,-140.0,1.6970191852,19049.629213999997,2966.64,44087.0,22980.0
(ESP) Spain,(36) Specialist orchards - fruits,2015,14.219364875995241,30015.0,6891.0,58391.0,3088.5932546,777.26119099,35951.0,8108.0,12748.0,3354.0,10544.0,971.0,0.0,56637.0,126.0,1628.0,7808.0,-234.0,1.6241999934,25961.629325,3170.96,65965.0,35951.0
(ESP) Spain,(37) Specialist olives,2015,12.665873524297611,29881.0,11829.0,49065.0,1975.6946944000001,1804.8136549000003,31245.0,5778.0,10461.0,5366.0,8625.0,899.0,0.0,48988.0,63.0,15.0,13691.0,-1630.0,1.5703235036,29203.024947,2766.72,61126.0,31245.0
(ESP) Spain,(38) Permanent crops combined,2015,1.9927702022513043,22302.0,8241.0,34617.0,1090.1322108,382.46875697,21285.0,4425.0,7897.0,3498.0,4850.0,534.0,0.0,34299.0,32.0,287.0,9391.0,-421.0,1.6263522503,20373.757188,2771.15,43587.0,21286.0
(ESP) Spain,(45) Specialist milk,2015,3.3128946645922945,49782.0,19231.0,180681.0,362.30852991,1883.9037422000001,151023.0,100266.0,30409.0,9582.0,7358.0,2588.0,0.0,12278.0,167870.0,532.0,20148.0,-24.0,1.1963763576000002,30645.643227999997,3866.09,200805.0,151024.0
(ESP) Spain,(48) Specialist sheep and goats,2015,7.515786583691772,40213.0,16031.0,90744.0,167.08890796,1288.1155057,67209.0,43639.0,10081.0,4311.0,6326.0,2566.0,0.0,12466.0,77394.0,885.0,16936.0,-257.0,1.3501733668,29527.487726,3424.71,107423.0,67210.0
(ESP) Spain,(49) Specialist cattle,2015,8.60483206735609,17898.0,15344.0,46629.0,110.17654884,701.75044894,44297.0,27611.0,7722.0,3957.0,2546.0,2195.0,0.0,6634.0,39475.0,520.0,15592.0,-27.0,1.0526619481000001,17144.876448,2686.03,62194.0,44296.0
(ESP) Spain,(50) Specialist granivores,2015,4.086208474421158,88379.0,6236.0,288134.0,785.39844845,657.35618432,207619.0,147435.0,28978.0,11963.0,14990.0,2734.0,0.0,17824.0,267778.0,2532.0,8200.0,-335.0,1.3878002577000002,53884.29760700001,4021.77,295999.0,207619.0
(ESP) Spain,(60) Mixed crops,2015,4.685641072572526,29138.0,9386.0,59296.0,1587.1383981,333.64297528,40313.0,13303.0,11670.0,3630.0,9427.0,2171.0,0.0,58428.0,145.0,723.0,10395.0,-241.0,1.4708991677,23815.375163,3394.11,69450.0,40312.0
(ESP) Spain,(70) Mixed livestock,2015,0.7344193282694244,40011.0,21943.0,206747.0,175.17497221,938.42601949,189128.0,120899.0,31956.0,9879.0,17489.0,8195.0,0.0,31639.0,167468.0,7640.0,22484.0,-93.0,1.0931601821999999,30559.002066,4322.52,229138.0,189128.0
(ESP) Spain,(80) Mixed crops and livestock,2015,2.530429212043562,30750.0,17175.0,64356.0,393.57154851,900.19596062,51527.0,26503.0,11901.0,4629.0,5328.0,2870.0,0.0,30800.0,32909.0,647.0,17942.0,-22.0,1.2489843183,26455.193597999998,2999.94,82276.0,51527.0
(EST) Estonia,(15) Specialist COP,2015,29.095674967234604,17627.0,34477.0,145633.0,646.25274155,415.89063763,163298.0,61270.0,49111.0,32001.0,11411.0,6071.0,0.0,124421.0,1023.0,20188.0,33855.0,1437.0,0.8918194727,27113.501029000003,3031.48,180925.0,163298.0
(EST) Estonia,(16) Specialist other fieldcrops,2015,13.237221494102227,7296.0,6318.0,37077.0,778.62864678,624.11324078,36468.0,13262.0,12260.0,5179.0,4186.0,1161.0,0.0,27659.0,333.0,9085.0,6405.0,282.0,1.0166906348,13373.234476,2103.59,43764.0,36469.0
(EST) Estonia,(20) Specialist horticulture,2015,2.0969855832241153,3229.0,3157.0,45484.0,5459.5097307,1306.4516129,46321.0,15133.0,12057.0,6983.0,10516.0,572.0,0.0,39328.0,62.0,6094.0,3441.0,624.0,0.9819451901,8052.3468045,4047.11,49549.0,46321.0
(EST) Estonia,(36) Specialist orchards - fruits,2015,1.310615989515072,,,,,,,,,,,,,,,,,,,,,,
(EST) Estonia,(38) Permanent crops combined,2015,0.1310615989515072,,,,,,,,,,,,,,,,,,,,,,
(EST) Estonia,(45) Specialist milk,2015,11.66448230668414,-422.0,53902.0,346127.0,469.04809597,1425.6585040999998,399649.0,197107.0,75676.0,43737.0,67698.0,7994.0,0.0,111437.0,204858.0,29832.0,52075.0,1025.0,0.8660769093,16261.513237000001,11093.96,399227.0,399649.0
(EST) Estonia,(48) Specialist sheep and goats,2015,13.106159895150721,3533.0,8596.0,10268.0,116.79189246,293.22719876,15243.0,5581.0,6060.0,2316.0,600.0,549.0,0.0,4568.0,3519.0,2180.0,8422.0,86.0,0.6735802193000001,4744.2997049,2204.84,18776.0,15243.0
(EST) Estonia,(49) Specialist cattle,2015,14.809960681520314,5207.0,23387.0,36308.0,158.54390117,365.37030725,54699.0,20728.0,16674.0,8471.0,5502.0,2034.0,0.0,17459.0,15510.0,3339.0,23081.0,517.0,0.6637774315,9704.5899082,3074.95,59906.0,54698.0
(EST) Estonia,(50) Specialist granivores,2015,1.0484927916120577,-39490.0,21989.0,483475.0,708.01696108,691.81074568,545785.0,327537.0,64087.0,78087.0,67756.0,1793.0,0.0,52852.0,394026.0,36598.0,20877.0,1942.0,0.8858349672,7743.8133927,9857.33,506294.0,545785.0
(EST) Estonia,(60) Mixed crops,2015,2.2280471821756227,,,,,,,,,,,,,,,,,,,,,,
(EST) Estonia,(70) Mixed livestock,2015,1.5727391874180863,,,,,,,,,,,,,,,,,,,,,,
(EST) Estonia,(80) Mixed crops and livestock,2015,9.698558322411534,4505.0,26336.0,140584.0,569.88157205,865.82303319,162548.0,72786.0,40040.0,21770.0,21272.0,3865.0,0.0,76455.0,40930.0,23199.0,25956.0,513.0,0.864876568,14005.353157,5027.22,167053.0,162548.0
(FRA) France,(15) Specialist COP,2015,20.614035087719298,16989.0,32738.0,151248.0,1129.2961765999999,783.9370476,164821.0,60139.0,47879.0,33719.0,3601.0,15930.0,0.0,135097.0,6613.0,9537.0,30334.0,228.0,0.917648591,28756.2895,2225.71,181810.0,164821.0
(FRA) France,(16) Specialist other fieldcrops,2015,7.435254803675856,51095.0,33753.0,257914.0,2287.4386871999995,870.30061149,237974.0,79805.0,70223.0,42777.0,17514.0,22214.0,0.0,231956.0,10173.0,15784.0,30440.0,715.0,1.0837892181,45409.922818,3418.23,289069.0,237975.0
(FRA) France,(20) Specialist horticulture,2015,3.9438874965190753,50846.0,5534.0,282949.0,31863.779536000002,681.10150405,237990.0,66733.0,80494.0,27239.0,56579.0,3956.0,0.0,273760.0,146.0,9043.0,4091.0,1796.0,1.1889127749,28884.202852,6371.69,288836.0,237991.0
(FRA) France,(35) Specialist wine,2015,14.571150097465887,73022.0,3704.0,258472.0,10551.783658,504.31250453,189281.0,24410.0,72095.0,25807.0,40114.0,22721.0,0.0,249871.0,208.0,8393.0,331.0,3498.0,1.365551652,47095.452887,4721.7,262301.0,189280.0
(FRA) France,(36) Specialist orchards - fruits,2015,1.9632414369256472,44811.0,24228.0,223650.0,8586.6085855,2433.0593556,206600.0,40245.0,70922.0,25163.0,60155.0,7359.0,0.0,196635.0,3471.0,23544.0,22584.0,5177.0,1.082527901,25301.333159,7080.69,251411.0,206600.0
(FRA) France,(37) Specialist olives,2015,0.020885547201336674,,,,,,,,,,,,,,,,,,,,,,
(FRA) France,(38) Permanent crops combined,2015,0.24366471734892786,34469.0,13587.0,178521.0,6126.7058554,-198.09912350000002,157971.0,28645.0,54888.0,19313.0,43351.0,9424.0,0.0,161821.0,-15.0,16714.0,12187.0,1733.0,1.130081585,24363.099266999998,5882.3,192441.0,157971.0
(FRA) France,(45) Specialist milk,2015,13.739209133945977,32504.0,34174.0,216007.0,267.87401034,1625.3782332,216996.0,77893.0,73214.0,41239.0,5039.0,13178.0,0.0,26300.0,184600.0,5108.0,32219.0,1274.0,0.9954437028,28141.387026999997,3188.04,249500.0,216996.0
(FRA) France,(48) Specialist sheep and goats,2015,4.222361459203564,25082.0,36369.0,93375.0,93.063052271,1487.8218109000002,104737.0,40481.0,34705.0,19518.0,2673.0,4989.0,0.0,7758.0,83517.0,2101.0,35310.0,1133.0,0.8915242984,21314.857736,2556.64,129818.0,104737.0
(FRA) France,(49) Specialist cattle,2015,13.955026455026456,27146.0,44248.0,112001.0,101.87550246,770.39107736,128410.0,41500.0,44152.0,26615.0,2184.0,10288.0,0.0,11507.0,97204.0,3289.0,42776.0,779.0,0.8722103493000001,28344.891062,2405.47,155556.0,128410.0
(FRA) France,(50) Specialist granivores,2015,5.02297410192147,32340.0,14999.0,420967.0,859.92105196,878.19402681,403009.0,250586.0,79462.0,41144.0,15247.0,7248.0,0.0,41868.0,372451.0,6648.0,12852.0,1530.0,1.0445589240000002,31441.857154,3227.21,435349.0,403009.0
(FRA) France,(60) Mixed crops,2015,1.8031189083820662,31303.0,20978.0,164285.0,2313.2896612,858.53338927,153557.0,43172.0,55511.0,24249.0,17179.0,10115.0,0.0,144420.0,10068.0,9797.0,19177.0,1397.0,1.0698652864,27181.726297,3599.47,184859.0,153557.0
(FRA) France,(70) Mixed livestock,2015,2.8056251740462264,35693.0,34529.0,281214.0,379.07551099,1006.9238374,279198.0,128134.0,80889.0,43421.0,6016.0,13183.0,0.0,35189.0,237307.0,8718.0,32213.0,1464.0,1.0072216079,28082.937528,3487.11,314891.0,279198.0
(FRA) France,(80) Mixed crops and livestock,2015,9.659565580618212,25161.0,38714.0,200319.0,732.20170125,1074.0255865,212230.0,78615.0,65557.0,40345.0,6970.0,15328.0,0.0,88686.0,103650.0,7983.0,36408.0,664.0,0.9438770455,28363.186567,2964.33,237391.0,212230.0
(HRV) Croatia,(15) Specialist COP,2015,14.8158366671265,8047.0,8176.0,23388.0,677.13202153,1164.6222589000001,22622.0,11434.0,4431.0,3630.0,837.0,2082.0,0.0,20026.0,1799.0,1563.0,7281.0,0.0,1.0338514779999999,9073.7474777,2216.44,30669.0,22622.0
(HRV) Croatia,(16) Specialist other fieldcrops,2015,6.442267899020554,15590.0,10687.0,51620.0,1329.7743524,488.39475413,43899.0,18505.0,8317.0,4558.0,8089.0,2112.0,0.0,49044.0,1976.0,601.0,7869.0,0.0,1.1758878846,10036.25034,5041.55,59489.0,43898.0
(HRV) Croatia,(20) Specialist horticulture,2015,2.800386260173817,3575.0,1122.0,30019.0,7494.796227600001,827.89128664,26885.0,8688.0,5035.0,8267.0,4565.0,242.0,0.0,29080.0,542.0,397.0,440.0,0.0,1.1165736302,3705.5075871,4113.7,30459.0,26885.0
(HRV) Croatia,(35) Specialist wine,2015,3.200441440198648,7916.0,1838.0,26468.0,6058.1638748000005,727.01526895,20021.0,5030.0,3245.0,9338.0,2066.0,96.0,0.0,25991.0,281.0,196.0,1469.0,0.0,1.3220583984999998,5709.781926899999,3256.1,27937.0,20020.0
(HRV) Croatia,(36) Specialist orchards - fruits,2015,2.138225962201683,2249.0,3412.0,35810.0,4306.9934347,353.70450342,36268.0,7910.0,5246.0,14438.0,7485.0,328.0,0.0,34015.0,36.0,1759.0,2707.0,0.0,0.9873726358,3925.506779,5010.11,38517.0,36268.0
(HRV) Croatia,(37) Specialist olives,2015,2.579666160849772,-6023.0,3002.0,11979.0,2166.9730375,553.58712649,20815.0,1466.0,2207.0,15067.0,1781.0,64.0,0.0,11397.0,159.0,423.0,2813.0,0.0,0.5754866485,-2340.637398,3037.9,14792.0,20815.0
(HRV) Croatia,(38) Permanent crops combined,2015,1.6278107325148297,4014.0,1474.0,21282.0,4090.4348201,735.77951944,18531.0,3077.0,3042.0,11835.0,392.0,5.0,0.0,17056.0,339.0,3887.0,1262.0,0.0,1.1484617531999999,2388.1050428000003,3458.39,22544.0,18531.0
(HRV) Croatia,(45) Specialist milk,2015,9.284039177817629,13296.0,9171.0,39587.0,735.64187642,1358.2861066,34607.0,22824.0,4580.0,4726.0,1624.0,513.0,0.0,14432.0,25041.0,114.0,8316.0,0.0,1.1438955056,7324.3677425,3877.14,47903.0,34607.0
(HRV) Croatia,(48) Specialist sheep and goats,2015,11.160160022072011,8155.0,6172.0,18265.0,304.89366761,987.04981137,15664.0,9732.0,2172.0,2722.0,479.0,370.0,0.0,6475.0,11683.0,107.0,5554.0,0.0,1.166059513,5056.4130822,3273.22,23819.0,15664.0
(HRV) Croatia,(49) Specialist cattle,2015,4.966202234791005,7753.0,8193.0,26815.0,463.03331162,631.44060818,26334.0,16916.0,3888.0,4136.0,602.0,682.0,0.0,12024.0,14529.0,261.0,7272.0,0.0,1.0182520229,4544.7408671,3622.36,34087.0,26334.0
(HRV) Croatia,(50) Specialist granivores,2015,3.4487515519381984,11975.0,2125.0,86619.0,827.47845652,979.66796421,75210.0,51000.0,7570.0,8764.0,6044.0,588.0,0.0,4049.0,81536.0,1034.0,566.0,0.0,1.1516917724,8820.8567161,4048.78,87185.0,75211.0
(HRV) Croatia,(60) Mixed crops,2015,7.7665884949648225,6153.0,2199.0,14740.0,2004.5737992,829.18348651,10391.0,4143.0,2068.0,3044.0,935.0,186.0,0.0,13637.0,713.0,390.0,1804.0,0.0,1.4185650139,4839.9192736,2709.98,16544.0,10390.0
(HRV) Croatia,(70) Mixed livestock,2015,4.386811974065388,1307.0,2482.0,9581.0,660.29497782,713.21842975,10209.0,6380.0,1417.0,2126.0,144.0,126.0,0.0,4593.0,4820.0,168.0,1935.0,0.0,0.9385196454000001,1282.6019732,2235.77,11516.0,10208.0
(HRV) Croatia,(80) Mixed crops and livestock,2015,25.38281142226514,3436.0,2841.0,11754.0,679.5043091,955.75664527,10889.0,6620.0,1603.0,2186.0,166.0,229.0,0.0,5806.0,5864.0,83.0,2571.0,0.0,1.0794608842,2743.3244157,2569.21,14325.0,10888.0
(HUN) Hungary,(15) Specialist COP,2015,38.74326422504338,20017.0,17877.0,63015.0,791.3784732,660.09856405,59899.0,25095.0,18356.0,5774.0,5283.0,4806.0,0.0,50998.0,1266.0,10751.0,16651.0,250.0,1.0520156502,27642.294751999998,2423.74,79916.0,59899.0
(HUN) Hungary,(16) Specialist other fieldcrops,2015,6.557676500136998,17090.0,13305.0,47997.0,899.28336221,621.13204984,43487.0,15766.0,13971.0,4332.0,5737.0,3381.0,0.0,40509.0,1635.0,5853.0,12231.0,349.0,1.1037143929000002,18669.787616999998,3083.08,60577.0,43487.0
(HUN) Hungary,(20) Specialist horticulture,2015,6.84994063384784,27799.0,3014.0,83098.0,8370.8169888,78.874363151,59359.0,24764.0,13987.0,6750.0,12378.0,1133.0,0.0,73921.0,15.0,9162.0,2341.0,1719.0,1.3999260378999998,15490.720003,5673.04,87158.0,59358.0
(HUN) Hungary,(35) Specialist wine,2015,3.589368892136268,18851.0,3388.0,55802.0,4789.5505986,700.98376399,40415.0,8714.0,10177.0,8788.0,11508.0,759.0,0.0,50702.0,23.0,5078.0,2793.0,671.0,1.3807224136000003,13637.465534,4988.11,59266.0,40416.0
(HUN) Hungary,(36) Specialist orchards - fruits,2015,5.863549182573751,6495.0,5509.0,24541.0,2053.7508291999998,1673.4930747,23384.0,6364.0,6787.0,4015.0,5670.0,369.0,0.0,21928.0,37.0,2576.0,4864.0,474.0,1.0494672766,8092.570752799999,3330.83,29879.0,23383.0
(HUN) Hungary,(38) Permanent crops combined,2015,0.24659786281852222,,,,,,,,,,,,,,,,,,,,,,
(HUN) Hungary,(45) Specialist milk,2015,2.858708557859165,28677.0,52174.0,204275.0,555.08673263,1487.3754384000001,227288.0,111417.0,47244.0,17068.0,40476.0,8973.0,0.0,54719.0,126965.0,22592.0,49064.0,2626.0,0.8987498303,18693.832667,9134.23,255965.0,227288.0
(HUN) Hungary,(48) Specialist sheep and goats,2015,3.35190428349621,11376.0,18230.0,18923.0,160.25794406,433.36097916,24572.0,12766.0,6236.0,2446.0,1822.0,1222.0,0.0,7752.0,10712.0,459.0,16787.0,238.0,0.7701202489,11405.670463,2750.78,35948.0,24572.0
(HUN) Hungary,(49) Specialist cattle,2015,1.2512558224495387,26083.0,39835.0,52632.0,233.76416559999998,481.20736623,67669.0,35154.0,13243.0,8926.0,3621.0,5703.0,0.0,21338.0,28284.0,3010.0,38221.0,2900.0,0.7777851011,20260.710733,3641.55,93753.0,67670.0
(HUN) Hungary,(50) Specialist granivores,2015,4.429628276554936,21701.0,21427.0,344548.0,1042.9947388,1118.9503035,345981.0,251318.0,41663.0,13403.0,30402.0,6346.0,0.0,30874.0,274542.0,39131.0,18015.0,5119.0,0.9958565786,15547.998200999999,7950.4,367682.0,345981.0
(HUN) Hungary,(60) Mixed crops,2015,6.274545620604622,13402.0,7223.0,31423.0,1257.4812951,740.68092978,24723.0,9353.0,8113.0,2577.0,3642.0,918.0,0.0,29231.0,1212.0,981.0,6524.0,178.0,1.2710262141,12699.639024,3102.46,38125.0,24722.0
(HUN) Hungary,(70) Mixed livestock,2015,1.3243218558772492,15245.0,15957.0,81645.0,565.03818941,901.59561228,81252.0,47247.0,15063.0,6020.0,9727.0,2180.0,0.0,15811.0,49321.0,16513.0,14220.0,633.0,1.004836241,14832.109924,4084.34,96498.0,81253.0
(HUN) Hungary,(80) Mixed crops and livestock,2015,18.659238286601514,10961.0,13950.0,54004.0,631.22812577,983.04081053,57098.0,27808.0,13336.0,4785.0,7794.0,2937.0,0.0,23477.0,22063.0,8465.0,12955.0,1100.0,0.9458176515000001,15968.105398,2897.72,68059.0,57098.0
(IRE) Ireland,(15) Specialist COP,2015,4.268554268554269,40801.0,25656.0,105263.0,1315.2871017,835.82827864,90040.0,44035.0,22185.0,10222.0,3912.0,7603.0,0.0,89411.0,14177.0,1676.0,24565.0,1014.0,1.1690651177,55747.940306,1908.38,130842.0,90040.0
(IRE) Ireland,(45) Specialist milk,2015,17.32089232089232,77444.0,22180.0,199613.0,247.15341465,1411.119129,147751.0,88024.0,30556.0,13872.0,6447.0,5416.0,0.0,15701.0,183310.0,601.0,20671.0,4910.0,1.3510125082,52124.899478,3866.86,225194.0,147750.0
(IRE) Ireland,(48) Specialist sheep and goats,2015,15.358215358215357,10804.0,15869.0,23303.0,45.592633993,560.30678103,27704.0,14304.0,8585.0,3040.0,478.0,1002.0,0.0,2426.0,20660.0,218.0,14138.0,1067.0,0.8411683197,10397.396365,2193.02,38508.0,27704.0
(IRE) Ireland,(49) Specialist cattle,2015,59.96353496353496,15156.0,15188.0,36259.0,125.97088738,657.63745398,35461.0,18584.0,10834.0,3797.0,407.0,1311.0,0.0,5004.0,30358.0,896.0,13131.0,1227.0,1.0224880484,15646.128437000001,2113.19,50617.0,35462.0
(IRE) Ireland,(70) Mixed livestock,2015,0.10725010725010724,,,,,,,,,,,,,,,,,,,,,,
(IRE) Ireland,(80) Mixed crops and livestock,2015,2.9815529815529813,28461.0,28005.0,90039.0,615.25182564,715.95866239,88978.0,43745.0,25560.0,10308.0,3484.0,3923.0,0.0,42412.0,45941.0,1685.0,25723.0,1676.0,1.0119263254000002,25885.472322,2957.88,117438.0,88977.0
